,Category,Reaction Popularity,Month
5763,healthy eating,35,9
5764,healthy eating,65,1
5765,healthy eating,72,11
5766,healthy eating,70,4
5767,healthy eating,0,12
5768,healthy eating,75,4
5769,healthy eating,70,7
5770,healthy eating,45,3
5771,healthy eating,45,12
5772,healthy eating,15,4
5773,healthy eating,72,5
5774,healthy eating,0,1
5775,healthy eating,50,5
5776,healthy eating,50,12
5777,healthy eating,35,5
5778,healthy eating,35,5
5779,healthy eating,30,1
5780,healthy eating,60,10
5781,healthy eating,5,9
5782,healthy eating,45,4
5783,healthy eating,70,7
5784,healthy eating,5,6
5785,healthy eating,10,1
5786,healthy eating,5,10
5787,healthy eating,65,9
5788,healthy eating,72,6
5789,healthy eating,5,3
5790,healthy eating,10,9
5791,healthy eating,20,3
5792,healthy eating,50,12
5793,healthy eating,65,9
5794,fitness,20,6
5795,fitness,65,6
5796,fitness,10,8
5797,fitness,15,4
5798,fitness,15,8
5799,fitness,65,2
5800,fitness,15,10
5801,fitness,10,12
5802,fitness,75,9
5803,fitness,10,3
5804,fitness,10,1
5805,fitness,72,6
5806,fitness,20,7
5807,fitness,15,6
5808,fitness,60,3
5809,fitness,5,7
5810,fitness,50,2
5811,fitness,72,7
5812,fitness,12,9
5813,fitness,35,3
5814,fitness,65,10
5815,fitness,12,10
5816,fitness,60,5
5817,fitness,5,10
5818,fitness,12,5
5819,fitness,30,2
5820,fitness,65,8
5821,fitness,75,7
5822,fitness,75,1
5823,fitness,10,9
5824,fitness,72,3
5825,fitness,70,7
5826,fitness,65,10
5827,fitness,10,9
5828,fitness,10,2
5829,fitness,0,10
5830,fitness,70,11
5831,fitness,70,10
5832,fitness,10,5
5833,healthy eating,75,11
5834,healthy eating,65,6
5835,healthy eating,72,6
5836,healthy eating,20,8
5837,healthy eating,5,1
5838,healthy eating,75,12
5839,healthy eating,70,4
5840,healthy eating,20,1
5841,healthy eating,45,8
5842,healthy eating,50,10
5843,healthy eating,10,4
5844,healthy eating,75,5
5845,healthy eating,65,8
5846,healthy eating,12,3
5847,healthy eating,70,12
5848,healthy eating,10,11
5849,healthy eating,20,12
5850,healthy eating,70,1
5851,healthy eating,12,10
5852,healthy eating,75,4
5853,healthy eating,5,7
5854,healthy eating,20,6
5855,healthy eating,70,9
5856,healthy eating,10,6
5857,healthy eating,10,7
5858,healthy eating,15,12
5859,healthy eating,70,9
5860,healthy eating,10,12
5861,healthy eating,0,8
5862,healthy eating,50,5
5863,healthy eating,15,12
5864,healthy eating,45,9
5865,healthy eating,70,8
5866,healthy eating,15,11
5867,healthy eating,65,12
5868,healthy eating,30,5
5869,healthy eating,65,8
5870,healthy eating,15,10
5871,healthy eating,72,8
5872,healthy eating,72,3
5873,healthy eating,30,1
5874,healthy eating,70,11
5875,healthy eating,0,5
5876,veganism,50,5
5877,veganism,70,2
5878,veganism,12,2
5879,veganism,70,10
5880,veganism,75,3
5881,veganism,15,9
5882,veganism,70,1
5883,veganism,45,11
5884,veganism,0,8
5885,veganism,0,11
5886,veganism,50,7
5887,veganism,65,6
5888,veganism,60,5
5889,veganism,30,5
5890,veganism,65,7
5891,veganism,35,8
5892,veganism,10,3
5893,veganism,72,6
5894,veganism,75,9
5895,veganism,70,10
5896,veganism,60,6
5897,cooking,35,7
5898,fitness,0,8
5899,fitness,65,4
5900,fitness,50,7
5901,fitness,10,1
5902,fitness,15,6
5903,fitness,35,3
5904,fitness,75,3
5905,fitness,35,10
5906,fitness,30,11
5907,fitness,5,10
5908,fitness,45,1
5909,fitness,70,10
5910,fitness,15,4
5911,fitness,10,2
5912,fitness,45,12
5913,fitness,10,6
5914,fitness,60,6
5915,fitness,70,2
5916,fitness,15,6
5917,fitness,35,7
5918,fitness,60,3
5919,fitness,72,4
5920,fitness,0,3
5921,fitness,60,6
5922,fitness,5,3
5923,veganism,35,7
5924,veganism,60,7
5925,veganism,70,2
5926,veganism,75,9
5927,veganism,35,4
5928,veganism,60,9
5929,veganism,20,8
5930,veganism,72,9
5931,veganism,70,10
5932,veganism,60,4
5933,veganism,72,2
5934,veganism,65,7
5935,veganism,72,1
5936,veganism,35,7
5937,veganism,50,8
5938,veganism,65,11
5939,veganism,72,4
5940,veganism,20,12
5941,veganism,70,3
5942,veganism,10,4
5943,veganism,45,4
5944,veganism,50,1
5945,veganism,30,10
5946,veganism,15,1
5947,culture,30,1
5948,culture,50,4
5949,culture,45,2
5950,culture,70,8
5951,culture,45,10
5952,culture,75,5
5953,culture,12,10
5954,culture,65,4
5955,culture,20,5
5956,healthy eating,5,11
5957,healthy eating,50,3
5958,healthy eating,70,2
5959,healthy eating,72,6
5960,healthy eating,65,7
5961,healthy eating,60,1
5962,healthy eating,15,12
5963,healthy eating,65,7
5964,healthy eating,35,10
5965,healthy eating,20,5
5966,healthy eating,45,3
5967,healthy eating,20,10
5968,healthy eating,50,5
5969,healthy eating,10,10
5970,healthy eating,50,12
5971,healthy eating,70,4
5972,healthy eating,50,12
5973,healthy eating,70,2
5974,healthy eating,60,5
5975,healthy eating,70,1
5976,healthy eating,75,6
5977,healthy eating,12,1
5978,healthy eating,75,5
5979,healthy eating,45,2
5980,healthy eating,15,4
5981,healthy eating,35,9
5982,healthy eating,70,6
5983,healthy eating,5,10
5984,healthy eating,50,10
5985,healthy eating,75,2
5986,healthy eating,65,7
5987,technology,35,2
5988,technology,10,7
5989,technology,5,10
5990,technology,5,7
5991,technology,75,2
5992,technology,5,5
5993,technology,0,8
5994,technology,72,11
5995,technology,10,4
5996,technology,15,4
5997,technology,0,2
5998,technology,75,3
5999,technology,5,11
6000,technology,30,1
6001,technology,35,6
6002,technology,72,1
6003,technology,70,2
6004,technology,20,6
6005,technology,72,12
6006,technology,50,9
6007,technology,10,11
6008,technology,0,3
6009,technology,72,9
6010,technology,5,7
6011,technology,75,9
6012,technology,12,7
6013,technology,70,8
6014,technology,72,1
6015,technology,65,5
6016,technology,50,11
6017,technology,0,3
6018,technology,45,10
6019,technology,70,5
6020,technology,72,10
6021,technology,5,2
6022,technology,10,1
6023,technology,70,5
6024,technology,0,3
6025,technology,20,2
6026,technology,12,10
6027,technology,70,9
6028,technology,35,11
6029,technology,45,6
6030,food,70,1
6031,food,30,2
6032,food,12,1
6033,food,50,9
6034,food,35,5
6035,food,45,12
6036,food,30,2
6037,food,15,10
6038,food,50,5
6039,food,50,3
6040,food,15,12
6041,food,0,4
6042,food,50,1
6043,food,60,4
6044,food,50,4
6045,food,70,3
6046,food,30,1
6047,food,0,2
6048,food,12,11
6049,food,20,1
6050,food,5,10
6051,food,75,11
6052,food,72,2
6053,food,60,6
6054,food,45,1
6055,food,72,1
6056,food,70,12
6057,food,0,5
6058,food,35,9
6059,food,5,3
6060,food,15,4
6061,food,50,9
6062,food,15,4
6063,food,70,9
6064,food,12,2
6065,food,60,5
6066,food,72,11
6067,food,45,3
6068,food,75,5
6069,food,50,12
6070,food,70,5
6071,food,65,1
6072,food,35,6
6073,food,45,9
6074,food,0,1
6075,food,30,8
6076,technology,50,10
6077,technology,30,4
6078,technology,20,5
6079,technology,50,8
6080,technology,70,5
6081,technology,10,2
6082,technology,35,2
6083,technology,10,4
6084,technology,75,9
6085,technology,45,4
6086,technology,70,5
6087,technology,12,4
6088,technology,70,9
6089,technology,20,4
6090,technology,20,10
6091,technology,0,7
6092,technology,65,12
6093,technology,15,2
6094,technology,65,9
6095,technology,30,5
6096,technology,35,3
6097,technology,70,7
6098,technology,60,1
6099,technology,70,10
6100,technology,35,3
6101,technology,12,7
6102,technology,20,12
6103,technology,10,6
6104,technology,5,1
6105,travel,30,9
6106,travel,45,3
6107,travel,65,10
6108,travel,70,7
6109,travel,30,1
6110,travel,10,3
6111,travel,65,10
6112,travel,70,5
6113,travel,60,6
6114,travel,35,9
6115,travel,60,10
6116,travel,12,7
6117,travel,50,11
6118,travel,5,12
6119,travel,45,7
6120,travel,0,12
6121,education,30,4
6122,education,10,11
6123,education,45,10
6124,education,30,6
6125,education,12,4
6126,education,45,8
6127,education,15,6
6128,education,30,6
6129,education,72,1
6130,education,75,9
6131,education,50,10
6132,education,5,10
6133,education,60,6
6134,education,20,10
6135,education,12,10
6136,education,75,5
6137,education,70,8
6138,education,65,11
6139,education,45,4
6140,education,70,8
6141,education,20,3
6142,education,12,6
6143,education,35,2
6144,education,50,5
6145,education,10,4
6146,education,15,2
6147,education,35,12
6148,education,70,12
6149,education,5,3
6150,education,72,11
6151,education,0,4
6152,education,30,4
6153,education,75,3
6154,education,20,9
6155,education,45,9
6156,education,10,1
6157,education,45,2
6158,education,45,7
6159,education,20,9
6160,education,50,1
6161,education,15,9
6162,education,65,6
6163,education,30,6
6164,education,45,7
6165,education,65,4
6166,education,5,1
6167,education,10,8
6168,education,12,5
6169,education,30,5
6170,education,50,6
6171,education,60,4
6172,education,72,5
6173,education,72,2
6174,education,45,8
6175,education,65,8
6176,education,5,6
6177,public speaking,12,8
6178,public speaking,75,6
6179,public speaking,70,1
6180,public speaking,72,4
6181,public speaking,0,7
6182,public speaking,50,2
6183,public speaking,20,8
6184,public speaking,10,6
6185,public speaking,15,1
6186,public speaking,0,1
6187,public speaking,75,3
6188,public speaking,50,8
6189,public speaking,10,9
6190,public speaking,70,8
6191,public speaking,70,7
6192,public speaking,0,8
6193,public speaking,72,8
6194,public speaking,65,9
6195,public speaking,60,2
6196,public speaking,5,2
6197,public speaking,20,1
6198,public speaking,20,8
6199,public speaking,75,2
6200,public speaking,15,8
6201,public speaking,12,7
6202,public speaking,12,9
6203,public speaking,15,8
6204,public speaking,35,6
6205,public speaking,10,8
6206,public speaking,30,6
6207,public speaking,35,12
6208,public speaking,50,2
6209,public speaking,75,7
6210,public speaking,50,11
6211,public speaking,75,7
6212,public speaking,60,11
6213,public speaking,35,7
6214,public speaking,10,11
6215,public speaking,15,3
6216,public speaking,5,11
6217,public speaking,60,7
6218,public speaking,75,5
6219,public speaking,5,11
6220,public speaking,20,5
6221,public speaking,5,3
6222,soccer,70,4
6223,soccer,70,2
6224,soccer,70,6
6225,soccer,12,4
6226,soccer,20,9
6227,soccer,5,7
6228,soccer,30,12
6229,soccer,12,11
6230,soccer,20,4
6231,soccer,70,7
6232,soccer,60,12
6233,soccer,30,5
6234,soccer,70,4
6235,soccer,45,9
6236,soccer,75,2
6237,soccer,10,11
6238,soccer,30,1
6239,soccer,0,4
6240,soccer,12,7
6241,soccer,20,10
6242,soccer,12,11
6243,soccer,45,1
6244,soccer,72,9
6245,soccer,5,2
6246,soccer,45,9
6247,soccer,75,4
6248,soccer,15,10
6249,soccer,10,6
6250,soccer,50,3
6251,soccer,75,10
6252,soccer,5,1
6253,soccer,20,9
6254,soccer,0,10
6255,soccer,60,1
6256,soccer,30,3
6257,soccer,75,3
6258,soccer,20,3
6259,soccer,12,3
6260,soccer,45,11
6261,soccer,5,4
6262,soccer,50,12
6263,soccer,60,2
6264,travel,10,7
6265,travel,65,1
6266,travel,50,11
6267,travel,20,10
6268,travel,12,2
6269,travel,35,8
6270,travel,5,9
6271,travel,70,1
6272,travel,70,3
6273,travel,65,4
6274,travel,35,2
6275,travel,70,5
6276,travel,72,10
6277,travel,60,1
6278,travel,70,6
6279,travel,10,3
6280,travel,35,12
6281,travel,50,7
6282,travel,60,7
6283,travel,30,10
6284,travel,70,10
6285,travel,45,4
6286,travel,0,2
6287,travel,75,1
6288,travel,15,9
6289,travel,12,12
6290,travel,12,7
6291,travel,50,11
6292,travel,30,6
6293,travel,75,11
6294,travel,72,11
6295,travel,75,2
6296,travel,15,8
6297,travel,30,10
6298,travel,72,12
6299,travel,10,11
6300,travel,70,5
6301,travel,72,2
6302,travel,20,12
6303,travel,15,3
6304,travel,5,7
6305,travel,50,12
6306,travel,75,11
6307,travel,15,6
6308,fitness,10,5
6309,fitness,45,8
6310,fitness,12,4
6311,fitness,75,4
6312,fitness,50,2
6313,fitness,50,7
6314,fitness,75,1
6315,fitness,10,6
6316,fitness,70,5
6317,fitness,60,4
6318,fitness,50,2
6319,fitness,50,5
6320,fitness,70,8
6321,fitness,10,12
6322,fitness,0,8
6323,fitness,75,1
6324,fitness,65,4
6325,fitness,5,3
6326,fitness,60,8
6327,fitness,12,9
6328,fitness,35,2
6329,fitness,72,9
6330,fitness,15,4
6331,fitness,5,11
6332,fitness,10,3
6333,fitness,70,4
6334,fitness,15,1
6335,dogs,30,2
6336,dogs,20,9
6337,dogs,50,7
6338,dogs,70,1
6339,dogs,70,11
6340,dogs,0,7
6341,dogs,30,6
6342,dogs,30,2
6343,dogs,30,1
6344,dogs,50,5
6345,dogs,30,1
6346,dogs,12,6
6347,dogs,0,2
6348,dogs,60,5
6349,dogs,15,2
6350,veganism,35,10
6351,veganism,30,2
6352,veganism,5,3
6353,veganism,12,3
6354,veganism,60,9
6355,veganism,5,2
6356,veganism,10,3
6357,veganism,20,1
6358,veganism,35,4
6359,veganism,50,3
6360,veganism,45,6
6361,veganism,45,2
6362,veganism,75,9
6363,veganism,30,5
6364,veganism,65,12
6365,veganism,30,1
6366,veganism,70,10
6367,veganism,60,3
6368,veganism,50,12
6369,veganism,12,11
6370,veganism,75,10
6371,veganism,0,3
6372,veganism,75,5
6373,veganism,20,10
6374,veganism,20,12
6375,veganism,72,6
6376,veganism,50,5
6377,veganism,35,9
6378,veganism,72,7
6379,veganism,70,6
6380,veganism,50,12
6381,veganism,72,2
6382,veganism,60,4
6383,veganism,70,1
6384,veganism,30,10
6385,veganism,60,10
6386,veganism,5,5
6387,veganism,50,2
6388,veganism,15,8
6389,veganism,70,6
6390,veganism,70,6
6391,veganism,35,1
6392,veganism,10,8
6393,veganism,30,9
6394,veganism,45,4
6395,studying,30,7
6396,studying,30,9
6397,veganism,15,10
6398,veganism,70,9
6399,veganism,60,3
6400,veganism,70,12
6401,veganism,20,11
6402,veganism,70,2
6403,veganism,65,1
6404,education,10,2
6405,education,60,3
6406,education,10,8
6407,education,15,12
6408,education,30,5
6409,education,5,3
6410,education,75,7
6411,education,70,5
6412,education,45,5
6413,education,45,7
6414,education,50,7
6415,education,10,9
6416,education,30,8
6417,education,65,1
6418,education,70,8
6419,education,70,10
6420,education,35,11
6421,education,60,4
6422,education,45,11
6423,education,12,2
6424,public speaking,70,3
6425,public speaking,20,11
6426,public speaking,5,6
6427,public speaking,45,11
6428,public speaking,0,9
6429,public speaking,75,6
6430,public speaking,72,1
6431,public speaking,65,2
6432,public speaking,15,3
6433,public speaking,75,2
6434,public speaking,50,7
6435,public speaking,45,11
6436,public speaking,12,11
6437,public speaking,20,10
6438,public speaking,60,4
6439,public speaking,0,6
6440,public speaking,60,12
6441,public speaking,45,9
6442,public speaking,60,9
6443,public speaking,12,5
6444,public speaking,30,11
6445,public speaking,15,6
6446,public speaking,60,2
6447,public speaking,35,8
6448,public speaking,30,8
6449,public speaking,35,12
6450,public speaking,70,2
6451,public speaking,15,10
6452,public speaking,12,7
6453,public speaking,35,11
6454,public speaking,72,3
6455,public speaking,65,6
6456,public speaking,70,12
6457,public speaking,45,6
6458,public speaking,20,9
6459,public speaking,30,8
6460,education,70,6
6461,education,70,2
6462,education,12,8
6463,education,45,4
6464,education,35,1
6465,education,15,2
6466,education,45,4
6467,education,20,7
6468,education,70,3
6469,education,20,12
6470,education,50,3
6471,education,70,4
6472,education,70,10
6473,education,50,2
6474,education,70,11
6475,education,65,10
6476,education,10,2
6477,education,65,2
6478,education,70,3
6479,education,60,1
6480,education,50,6
6481,education,75,7
6482,education,30,1
6483,education,15,12
6484,education,35,3
6485,education,20,9
6486,education,12,3
6487,education,50,6
6488,education,75,5
6489,education,0,7
6490,education,12,6
6491,education,70,12
6492,education,72,6
6493,education,30,5
6494,education,5,12
6495,education,12,8
6496,education,72,9
6497,education,70,6
6498,education,75,12
6499,education,70,4
6500,education,5,2
6501,science,65,9
6502,science,75,12
6503,science,30,8
6504,science,75,6
6505,science,70,4
6506,science,72,7
6507,science,12,11
6508,science,75,6
6509,science,50,6
6510,science,20,1
6511,science,75,3
6512,science,20,11
6513,science,50,12
6514,studying,30,11
6515,studying,10,6
6516,studying,65,11
6517,studying,15,8
6518,studying,15,8
6519,studying,30,1
6520,studying,20,3
6521,studying,15,9
6522,studying,5,9
6523,studying,10,1
6524,studying,5,11
6525,studying,75,4
6526,studying,10,4
6527,studying,75,2
6528,studying,70,10
6529,studying,0,11
6530,studying,12,4
6531,studying,10,5
6532,studying,30,3
6533,studying,45,4
6534,studying,20,12
6535,studying,70,12
6536,studying,15,6
6537,studying,0,10
6538,studying,35,11
6539,studying,20,2
6540,studying,60,7
6541,studying,50,1
6542,studying,70,2
6543,studying,70,9
6544,studying,75,6
6545,travel,15,7
6546,travel,60,12
6547,travel,5,5
6548,travel,75,7
6549,travel,15,6
6550,travel,65,4
6551,travel,70,5
6552,travel,75,6
6553,travel,15,2
6554,travel,35,5
6555,travel,30,7
6556,travel,10,7
6557,travel,60,12
6558,travel,0,2
6559,travel,70,3
6560,travel,70,7
6561,travel,12,7
6562,travel,65,9
6563,travel,12,4
6564,travel,35,8
6565,travel,15,12
6566,travel,70,1
6567,travel,30,3
6568,travel,15,8
6569,travel,65,12
6570,travel,70,2
6571,travel,10,5
6572,travel,35,1
6573,travel,15,4
6574,travel,20,4
6575,travel,45,11
6576,travel,75,4
6577,travel,72,3
6578,travel,0,8
6579,travel,20,5
6580,travel,35,8
6581,travel,10,11
6582,dogs,70,2
6583,dogs,72,8
6584,dogs,60,10
6585,dogs,10,5
6586,dogs,50,5
6587,dogs,72,4
6588,dogs,20,6
6589,dogs,12,1
6590,dogs,15,2
6591,dogs,72,7
6592,dogs,70,9
6593,dogs,50,12
6594,dogs,70,10
6595,dogs,70,1
6596,dogs,50,4
6597,dogs,65,4
6598,dogs,5,5
6599,dogs,72,10
6600,dogs,12,7
6601,dogs,15,4
6602,dogs,35,6
6603,dogs,75,11
6604,dogs,10,8
6605,dogs,20,5
6606,dogs,15,2
6607,dogs,65,3
6608,dogs,30,4
6609,dogs,60,6
6610,dogs,70,6
6611,dogs,5,4
6612,dogs,70,11
6613,dogs,30,6
6614,dogs,30,5
6615,dogs,20,8
6616,dogs,72,12
6617,dogs,45,11
6618,dogs,10,3
6619,dogs,50,9
6620,dogs,10,5
6621,dogs,30,11
6622,dogs,0,6
6623,dogs,70,3
6624,dogs,45,2
6625,dogs,45,10
6626,cooking,10,4
6627,cooking,20,3
6628,cooking,12,1
6629,cooking,35,6
6630,cooking,70,9
6631,cooking,5,12
6632,cooking,10,6
6633,cooking,30,12
6634,cooking,70,8
6635,cooking,15,6
6636,cooking,72,9
6637,cooking,10,7
6638,cooking,72,9
6639,cooking,72,10
6640,cooking,72,6
6641,cooking,20,12
6642,cooking,12,3
6643,cooking,75,2
6644,cooking,70,5
6645,cooking,75,7
6646,cooking,50,6
6647,cooking,20,7
6648,cooking,60,10
6649,cooking,70,3
6650,cooking,0,10
6651,cooking,45,3
6652,cooking,12,10
6653,cooking,45,8
6654,cooking,70,1
6655,cooking,35,4
6656,cooking,60,7
6657,cooking,50,3
6658,cooking,0,10
6659,cooking,10,11
6660,cooking,60,5
6661,cooking,45,4
6662,dogs,60,10
6663,dogs,72,3
6664,dogs,15,4
6665,education,45,4
6666,education,5,6
6667,education,50,8
6668,education,70,1
6669,education,10,10
6670,education,60,8
